text,emotion,clean_text
i am still feeling somewhat intimidated but i guess by being safe and cautious and fully aware then i will be ok,fear,still feeling somewhat intimidated guess safe cautious fully aware ok
i feel completely emotionally exhausted and am pretty much to the point i will have to cut all ties with every man i know,sadness,feel completely emotionally exhausted pretty much point cut tie every man know
i know hes upset that ryan did this to me he liked him when he met him and he even thought his feelings for me were sincere,joy,know he upset ryan liked met even thought feeling sincere
i over think you think i really feel insecure,fear,think think really feel insecure
i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things,anger,interest relationship person long term end goal mind little spat feel wronged really rather little consequence grand scheme thing
i arrived in anchorage it only took a few hours after spending time with my parents eating at a local favorite joint and then going on a stroll in my parent s my childhood neighborhood to be able to take a big sigh and feel relieved,joy,arrived anchorage took hour spending time parent eating local favorite joint going stroll parent childhood neighborhood able take big sigh feel relieved
i feel like i should be more appreciative but im struggling,joy,feel like appreciative im struggling
i would have liked to go out but i just wasnt feeling it and i think it was partly because it would be with someone that i am not thrilled with being around right now,joy,would liked go wasnt feeling think partly would someone thrilled around right
i came close to just packing up and heading home but then i wondered would home feel less awful,sadness,came close packing heading home wondered would home feel less awful
i mean i get that its nice to have someone who cares about you like that that a relationship can be a great thing and can feel wonderful but im only so im not looking for that in my life yet,joy,mean get nice someone care like relationship great thing feel wonderful im im looking life yet
i feel in my belly perfect two you can be the butterflies i a class imagebox href http s,joy,feel belly perfect two butterfly class imagebox href http
im a little tired of writing about these things and feel like these solemn posts are a bit too much for this home school family blog,joy,im little tired writing thing feel like solemn post bit much home school family blog
i get the feeling he needs to feel accepted and appreciated,joy,get feeling need feel accepted appreciated
i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so,anger,wanted say something bad vibe feeling hostile didnt think good night
im working with right now and im feeling a lot more optimistic about this pattern,joy,im working right im feeling lot optimistic pattern
i hurtled through the first chapters desperate to see what was so good about it but came away feeling disappointed,sadness,hurtled first chapter desperate see good came away feeling disappointed
i sing i swim this feels like a pleasant passing of time song,joy,sing swim feel like pleasant passing time song
i feel like the people who cause pain go through life without issue and the people burdened by pain the ones who are strong enough to deal are the ones who become depressed and jaded,sadness,feel like people cause pain go life without issue people burdened pain one strong enough deal one become depressed jaded
i feel it captures the peaceful serenity which is so relaxing and inviting here in pines lake,joy,feel capture peaceful serenity relaxing inviting pine lake
i do not feel particularly damaged by that,sadness,feel particularly damaged
i can feel an unpleasant pressure from it,sadness,feel unpleasant pressure
i am from new jersey and this first drink was consumed at a post prom party so i feel it s appropriately lame,sadness,new jersey first drink consumed post prom party feel appropriately lame
i know how it feels to suffer pain and sorrow and loneliness and to know that mom is suffering because of her illness,sadness,know feel suffer pain sorrow loneliness know mom suffering illness
i can t get past is that feeling when a friend walks out of your life and you re unsure why that feeling of not being valued or important enough,fear,get past feeling friend walk life unsure feeling valued important enough
i feel and im irritated by it,anger,feel im irritated
i have lately been feeling very productive with my time at home and happy with my life in general and happy with my children and my husband,joy,lately feeling productive time home happy life general happy child husband
i often feel like im drowning as i try to come up with valuable content and write engaging posts,joy,often feel like im drowning try come valuable content write engaging post
i swamp uncaring unfeeling fucked up apathetic humanbeings who wont pull their heads out of their asses long enough to turn around and look at me and say i see you,anger,swamp uncaring unfeeling fucked apathetic humanbeings wont pull head ass long enough turn around look say see
i pollution flower dew moisturising gel cream delicate luxurious and feels lovely on the skin,love,pollution flower dew moisturising gel cream delicate luxurious feel lovely skin
i blush because i feel guilty about asking for something so costly for being worldly,sadness,blush feel guilty asking something costly worldly
i know in advance then i am fine with it but if i make plans and they change or fall through i end up not knowing what to do with myself and feeling very restless and angsty,fear,know advance fine make plan change fall end knowing feeling restless angsty
i feel deer supporting mice parade at the hope rel bookmark permalink,joy,feel deer supporting mouse parade hope rel bookmark permalink
i wasnt feeling when i got on board but its really not pleasant,joy,wasnt feeling got board really pleasant
i feel like a very useful engine mother those of you who have watched thomas will understand,joy,feel like useful engine mother watched thomas understand
i started to feel apprehensive about it,fear,started feel apprehensive
i was on to stop labor made me feel terrible,sadness,stop labor made feel terrible
i am having really badly cannot wear anything without causing spasms diarrhea or eat more than a few of mouthfuls i am feeling very miserable,sadness,really badly cannot wear anything without causing spasm diarrhea eat mouthful feeling miserable
i am torn about the situation because it happens a lot but they have supported me and i feel like i should be supporting her again now,love,torn situation happens lot supported feel like supporting
i have been so happy these past two months you give me so much that i feel ungrateful admitting i think i need more,sadness,happy past two month give much feel ungrateful admitting think need
when i learned that my former boyfriend had become engaged although i was glad that he had found what he wanted,sadness,learned former boyfriend become engaged although glad found wanted
i feel more grounded and less fearful,fear,feel grounded less fearful
i would really like to be able to help out financially around the house and it makes me feel that much more useless when i cant,sadness,would really like able help financially around house make feel much useless cant
im feeling pretty smart,joy,im feeling pretty smart
im feeling so pissed off now,anger,im feeling pissed
ill admit to feeling a little paranoid and wondering about how many others had defriended me,fear,ill admit feeling little paranoid wondering many others defriended
i dont forget it i embrace it i dont feel pity i feel proud,joy,dont forget embrace dont feel pity feel proud
i feel so helpless and only hope that somehow they are receiving their dose of drugs that will help them get threw these hard times,sadness,feel helpless hope somehow receiving dose drug help get threw hard time
i hauled it i feel dumb i got my lock and key i paid a man his fee now i wait and see frank black amp the catholics devils workshop released simultaneously with black letter days i initially felt this was the better of the two,sadness,hauled feel dumb got lock key paid man fee wait see frank black amp catholic devil workshop released simultaneously black letter day initially felt better two
i feel like im selfish,anger,feel like im selfish
im feeling very optimistic about it and find myself wanting to ride more and more,joy,im feeling optimistic find wanting ride
i feel totally confident that i could get a job at google,joy,feel totally confident could get job google
i wish things didn t feel so strange so out of place,fear,wish thing feel strange place
i go to school feeling miserable but end up laughing for some reason is weird,sadness,go school feeling miserable end laughing reason weird
i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time,fear,dont want make bad impression new co worker job lab simply feel insecure agitated time
i can t stop thinking about it i feel paranoid like they re judging me i know they re probably now but i just feel that way,fear,stop thinking feel paranoid like judging know probably feel way
i feel deeply disappointed,sadness,feel deeply disappointed
i was feeling irritated with the supposed guy who wasting my valuable time talking to a lady,anger,feeling irritated supposed guy wasting valuable time talking lady
i feel like it is almost vital that if i do not find more answers about a href http quilting,joy,feel like almost vital find answer href http quilting
i want to not feel angry because i haven t the right to feel that way,anger,want feel angry right feel way
i feel a bit shaken though,fear,feel bit shaken though
i feel more vulnerable and more in touch with my heart with making choices that are better for myself and my family and less worried about pleasing everyone else,fear,feel vulnerable touch heart making choice better family less worried pleasing everyone else
i would feel better,joy,would feel better
i feel so overly blessed in this life,joy,feel overly blessed life
im looking through pictures and feeling the creative tingle in my blood that makes me feel like home,joy,im looking picture feeling creative tingle blood make feel like home
i feel like a snob but i ve been a bit skeptical of it from the start because i have no idea who kenny werner is and neither does thomas a musician who gave me the book,fear,feel like snob bit skeptical start idea kenny werner neither thomas musician gave book
i guess which meant or so i assume no photos no words or no other way to convey what it really feels unless you feels it yourself or khi bi t au th m i bi t th ng ng i b au i rephrase it to a bit more gloomy context unless you are hurt yourself you will never have sympathy for the hurt ones,sadness,guess meant assume photo word way convey really feel unless feel khi bi au th bi th ng ng b au rephrase bit gloomy context unless hurt never sympathy hurt one
i feel like a proud new mom with all this picture taking of heidi,joy,feel like proud new mom picture taking heidi
i havent felt like posting in such a long time but i feel more sociable now,joy,havent felt like posting long time feel sociable
i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder,anger,feel incredibly slacking mr greedy gut still desperate search unspoilt base career ladder
i feel bad for a lot of these people because i know from watching documentaries that people who do these drugs are trying to fill a void something that hurt them in the past that they are trying to fill with this drug that makes them feel temporary happiness,sadness,feel bad lot people know watching documentary people drug trying fill void something hurt past trying fill drug make feel temporary happiness
i can feel it think i determined to a href http usarious,joy,feel think determined href http usarious
i feel remorseful about leaving food behind and make an effort to eat at least half of it but after stuffing myself at fruits parlor and eating this hamburger steak and all,sadness,feel remorseful leaving food behind make effort eat least half stuffing fruit parlor eating hamburger steak
i feel surprised when i looked new,surprise,feel surprised looked new
i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby,anger,wanted woman feel envious figure say oooh youd never guess youd baby
i woke up feeling ok but i had a weird feeling about the run today,joy,woke feeling ok weird feeling run today
im feeling anxious all im really trying to do is project the exact opposite,fear,im feeling anxious im really trying project exact opposite
i feel the cold mostly in my arms and torso,anger,feel cold mostly arm torso
i feel drained just looking at the date of my real last entry,sadness,feel drained looking date real last entry
i have a feeling i shall go mad,anger,feeling shall go mad
i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless,fear,found people raising issue yet come across official addressing feeling helpless
i feel rather listless and dull today slightly head achy and good chances of blahness throughout the day,sadness,feel rather listless dull today slightly head achy good chance blahness throughout day
i feel so often when i roll through my beloved new york that so little is done for so many if i start to write about race colour religion and sexual preference and gender identity my readers will say hey mia what s up are you confused,love,feel often roll beloved new york little done many start write race colour religion sexual preference gender identity reader say hey mia confused
i luckily i don t think anyone i know was there at the time but can t help feeling a bit shaken,fear,luckily think anyone know time help feeling bit shaken
i am feeling emotional about something or other positive or otherwise,sadness,feeling emotional something positive otherwise
i think beaches are my favorite places although i get the feeling i would be quite fond of the desert also,love,think beach favorite place although get feeling would quite fond desert also
i mean i have a lot of love to give and i feel most myself when i am giving and loving,love,mean lot love give feel giving loving
i feel petrified about his future,fear,feel petrified future
im in the car with my roommate and her family i feel like im being all rude because i have to call her and my dad so that my dad can give her directions and she keeps asking what she needs to bring,anger,im car roommate family feel like im rude call dad dad give direction keep asking need bring
i will feel fantastic refreshed and rejuvenated as if i had just woken up from a restful hour nap,joy,feel fantastic refreshed rejuvenated woken restful hour nap
i fared pretty well and was feeling quite pleased with myself that the journey went well,joy,fared pretty well feeling quite pleased journey went well
i went crazy non stop dancing at rouge with her only because the live band was very good i was feeling very troubled and wanted to dance my problems away,sadness,went crazy non stop dancing rouge live band good feeling troubled wanted dance problem away
i didnt like my former fob and felt joy when i received a telegram offering me a new one that i though better and for which i had been waiting,joy,didnt like former fob felt joy received telegram offering new one though better waiting
i remember a couple of years ago i was feeling romantic and dreamy and asked him wonder if we ll celebrate our th anniversary,love,remember couple year ago feeling romantic dreamy asked wonder celebrate th anniversary
i could feel tears welling in my eyes and felt disappointed at my lack of fitness and ability to keep up and my annoyance at letting it get to me,sadness,could feel tear welling eye felt disappointed lack fitness ability keep annoyance letting get
i had just bought some stuff in guardian for contests and was feeling a bit too over the top if i grabbed indiscriminately in caring as well,love,bought stuff guardian contest feeling bit top grabbed indiscriminately caring well
i dont want to put to much pressure on myself but i feel like i could make the most amazing year ever,surprise,dont want put much pressure feel like could make amazing year ever
i always flashback to her talking about feeling burdened appearing on a radio show alone on lee jaeryong jungeuns good morning,sadness,always flashback talking feeling burdened appearing radio show alone lee jaeryong jungeuns good morning
i feel annoyed by that girl,anger,feel annoyed girl
i feel about the scratches the way i feel about my wrinkles i am fond of them and regard them as evidence of a life well lived,love,feel scratch way feel wrinkle fond regard evidence life well lived
i mean how can you not feel festive when youre wearing a great big snow man on your chest,joy,mean feel festive youre wearing great big snow man chest
i feel completely isolated in the world thinking that i m the only one like me,sadness,feel completely isolated world thinking one like
i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,fear,feeling relatively indecisive hungry walked past barbeque place
i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,surprise,care care people disability targeted sensationalist medium report well time feel sorrow parent family member community newtown connecticut stunned event today
i had a hard time feeling joyful this morning because this morning it was just about the gifts,joy,hard time feeling joyful morning morning gift
i feel is a dull worry,sadness,feel dull worry
im still feeling that christmas loving with my polyvore boards and its only the start of advent,love,im still feeling christmas loving polyvore board start advent
i could quote you a recent poll showing of young american muslim men feel suicide bombings are acceptable in defense of islam so apparently things like dont kill are not universally shared moral values,joy,could quote recent poll showing young american muslim men feel suicide bombing acceptable defense islam apparently thing like dont kill universally shared moral value
i feel humiliated by the person who phoned,sadness,feel humiliated person phoned
i put weight on it with my leg bent like when i get out of the car i feel a dull pain in my knee,sadness,put weight leg bent like get car feel dull pain knee
im feeling pleased and glad that other people like thaliad and want to celebrate it,joy,im feeling pleased glad people like thaliad want celebrate
i would feel more environmentally friendly if i sold it,joy,would feel environmentally friendly sold
im feeling very hesitant about wanting to buy another house,fear,im feeling hesitant wanting buy another house
i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger,feel eye hateful eye side glass belong family member beautiful victim
i just feel like lex has convinced you that youre something that youre not martha said her eyes getting misty,joy,feel like lex convinced youre something youre martha said eye getting misty
i witness what i feel helpless to change i take up my arms my heart and my pen and i write,sadness,witness feel helpless change take arm heart pen write
i feel when the super exciting sensory bombardment is over,joy,feel super exciting sensory bombardment
i have really notcied is my mental clarity like im finally beginning to wake up after years of a foggy brain and feeling lethargic,sadness,really notcied mental clarity like im finally beginning wake year foggy brain feeling lethargic
im feeling wildly supportive as i swallow my tension that every single other five year old i know of not only knows his letters but knows them backward,love,im feeling wildly supportive swallow tension every single five year old know know letter know backward
i set out to make a copycat version of it saturday and i feel i was pretty successful,joy,set make copycat version saturday feel pretty successful
i sit here tonight i feel anxious,fear,sit tonight feel anxious
i feel im miserable when i try to do other things,sadness,feel im miserable try thing
i have to move stop staring at the other ladies this doesn t feel good does it feel bad,joy,move stop staring lady feel good feel bad
i feel idiotic sifting through personals sites only nerve,sadness,feel idiotic sifting personal site nerve
im starting to feel and think as if i dont want to continue to pray for him anymore because its making me feel hopeless,sadness,im starting feel think dont want continue pray anymore making feel hopeless
i have also been feeling completely overwhelmed and so incredibly unappreciated,surprise,also feeling completely overwhelmed incredibly unappreciated
i will be honest it did feel a little strange being in the company of such greatness,surprise,honest feel little strange company greatness
i suppose it s partly my fault for forgetting my earplugs but it s still really frustrating to feel like you re being permanently damaged for no apparent reason,sadness,suppose partly fault forgetting earplug still really frustrating feel like permanently damaged apparent reason
i feel defeated extremely agitated as well as frustrated beyond words,sadness,feel defeated extremely agitated well frustrated beyond word
i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc,joy,feel like already read every clever profile seen every picture importantly gone first date every guy okc eharmony match etc
i normally would call meaningless and stupid but i guess im feeling a little bit adventurous,joy,normally would call meaningless stupid guess im feeling little bit adventurous
i feel spiteful toward him,anger,feel spiteful toward
i can make someone feel unwelcome rrreeaallyy fast without saying a word,sadness,make someone feel unwelcome rrreeaallyy fast without saying word
i was feeling discouraged and disgruntled and i was a href http tracifishbowl,sadness,feeling discouraged disgruntled href http tracifishbowl
i feel it is rude of me to ask,anger,feel rude ask
i just do it to keep up with ian but really i feel shitty about it and wish i could just date ian,sadness,keep ian really feel shitty wish could date ian
i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear,continue feel nervous inside long talk sensibly even one time around someone wrong feeling many level clue
im going to be honest with you i feel distraught,fear,im going honest feel distraught
i feel this energy of the divine flame,joy,feel energy divine flame
i feel thrilled this will all be over in a matter of days,joy,feel thrilled matter day
i feel disturbed because of the world i saw through the camera s eyes,sadness,feel disturbed world saw camera eye
i like to watch people do horrible things so i can be outraged at them and feel superior,joy,like watch people horrible thing outraged feel superior
i feel a little awkward about this but im going to share a poem with you,sadness,feel little awkward im going share poem
i feel hated by my parents,anger,feel hated parent
im feeling groggy and having a bad skin day,sadness,im feeling groggy bad skin day
i feel your presence beloved,love,feel presence beloved
i never feel bad spending money on other people just when i spend it on myself,sadness,never feel bad spending money people spend
i would spend hours prepping for the meeting with my supervisor and feeling convinced that i ve nailed it,joy,would spend hour prepping meeting supervisor feeling convinced nailed
im sick of being dependent even partially so on someone that makes me feel so unwelcome,sadness,im sick dependent even partially someone make feel unwelcome
i still feel jealous of my friends when their moms talk politely with them,anger,still feel jealous friend mom talk politely
i shook it off as we walked into the expansive beijing capital international airport feeling utterly un amused at the prospect of an international transfer in china,joy,shook walked expansive beijing capital international airport feeling utterly un amused prospect international transfer china
i was terrified that the revelation of my feelings would drive him away though he reassured me it wouldn t,joy,terrified revelation feeling would drive away though reassured
i don t know i just had this gut feeling and it just really bothered me he said,anger,know gut feeling really bothered said
i feel glad for you,joy,feel glad
im in a place right now where i feel safe and peaceful,joy,im place right feel safe peaceful
i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger,feel dangerous people dismissing disconnect considering trial equal physical hardship revered pioneer
i agree it looks gorgeous and feels amazing but i have only worn it out on the town one time on new years eve,joy,agree look gorgeous feel amazing worn town one time new year eve
i used to share my feeling and thought all to my lovely roomates shermin and joey,love,used share feeling thought lovely roomates shermin joey
i surmise that after i have made myself sick one too many times on take out and sitcom re runs that i will come around again into feeling dissatisfied with a stationary life without much forward motion,anger,surmise made sick one many time take sitcom run come around feeling dissatisfied stationary life without much forward motion
i feel that the only acceptable solution is to replace this brush with its rightful mac predecessor,joy,feel acceptable solution replace brush rightful mac predecessor
i just feel like its rude,anger,feel like rude
i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness,feel like life become rather dull lack excitement feel next year different
i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,fear,bought world told would fill emptiness leave lonely feeling confused emotional baggage physical consequence never expected
i think im allowing myself to feel this way because im not heartbroken,sadness,think im allowing feel way im heartbroken
i know whos interested in renaissance and baroque art i can relate with jamie because she like feels tender towards everything and thinks that inanimate objects have feelings,love,know who interested renaissance baroque art relate jamie like feel tender towards everything think inanimate object feeling
i wanted to write and feel purged of those repressed feelings,sadness,wanted write feel purged repressed feeling
i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,fear,got nervous feeling timid shy talking like weve known whole life
i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger,feel hadnt appeared nowhere distracted would noticed light change none would happened
ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him,anger,ive realized last month generally tend feel tremendously dissatisfied sex
i feel rather pissed off,anger,feel rather pissed
i am tied down to my thoughts in class as in life i cant perform i feel ashamed and afraid to be in myself,sadness,tied thought class life cant perform feel ashamed afraid
i was feeling ok it would be fun to drive over to dunstable and stand in a field for an hour or so watching people try and drive preposterous motors up grass slopes thats trialling,joy,feeling ok would fun drive dunstable stand field hour watching people try drive preposterous motor grass slope thats trialling
i mean its beginning marks the end to one of the best months of the year which im left feeling exhausted from,sadness,mean beginning mark end one best month year im left feeling exhausted
i feel so carefree i never think of the crap going on in my life,joy,feel carefree never think crap going life
i feel that everyone is entitiled to their opinion and that opinion should be respected,joy,feel everyone entitiled opinion opinion respected
i got contact lenses the other day and am trying to get used to them i feel like my face looks really weird without glasses and its so strange when i see myself from a distance,surprise,got contact lens day trying get used feel like face look really weird without glass strange see distance
i feel like i am doomed to spend the rest of my life in customer service i,sadness,feel like doomed spend rest life customer service
i still have that feeling to you until now ya the feeling to loving you,love,still feeling ya feeling loving
i find that i cant do as much as i used to do without feeling exhausted,sadness,find cant much used without feeling exhausted
i feel very optimistic about everything at this moment,joy,feel optimistic everything moment
i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear,said im page book feel tortured really feel pain character
ive been feeling like i cant put a lot into this because hes not caring about it anyway,love,ive feeling like cant put lot he caring anyway
i was well and feeling a bit of cabin fever i unwisely convinced spooky to take me to a matin e screening of scott stewarts legion,joy,well feeling bit cabin fever unwisely convinced spooky take matin e screening scott stewart legion
i like to pray a decade whenever im feeling stressed or scared,anger,like pray decade whenever im feeling stressed scared
i am just waking up with not nearly enough sleep and feeling dazed,surprise,waking nearly enough sleep feeling dazed
im referring to a comment in the pattern right now not feeling that divine really since i probably was born with a set of dpns in my hands,joy,im referring comment pattern right feeling divine really since probably born set dpns hand
i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise,kept thinking awesome would feel afterwards remembering amazing felt emotional spin class previous night
i feel vicious and sleepy,anger,feel vicious sleepy
i feel like an ass saying that since my sweet sister has gone through quite possibly the worst year of her life at the same time,joy,feel like as saying since sweet sister gone quite possibly worst year life time
i feel damaged from just witnessing it,sadness,feel damaged witnessing
i say that i feel like im hated,anger,say feel like im hated
i am a happily married man shows me his wedding ring and i swear i am not hitting on you but i just feel this sweet energy from you like i know you but i dont know you right,joy,happily married man show wedding ring swear hitting feel sweet energy like know dont know right
i took a day off which is so unusual for me i almost feel naughty,love,took day unusual almost feel naughty
i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,anger,done couple year feel like place hated wish could
i hope that you are all feeling festive and keeping warm,joy,hope feeling festive keeping warm
i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,anger,never want rude even feel someone rude even want feel like need like crush offender thoroughly left tear front everyone sensitive
i feel my repressed emotions surfacing im glad for the solace i can seek in my writing,sadness,feel repressed emotion surfacing im glad solace seek writing
i am feeling like i have more energy and loving every minute of it,love,feeling like energy loving every minute
i feel stupid about my diamond richie mix up,sadness,feel stupid diamond richie mix
i love taylor swift because she has so many inspiring song and her song always represent what i feel and she is so damn gorgeous and she is very nice to her fans,joy,love taylor swift many inspiring song song always represent feel damn gorgeous nice fan
i was pretty tired feeling a little homesick and not at all in the mood to mingle,sadness,pretty tired feeling little homesick mood mingle
im great at complaining because modern society is geared toward making people feel inadequate,sadness,im great complaining modern society geared toward making people feel inadequate
i am still feeling pretty lousy from this allergy induced stupor so last night i just was not really feeling wildstar and interacting with other human beings,sadness,still feeling pretty lousy allergy induced stupor last night really feeling wildstar interacting human being
i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger,feel even bothered bothered boy probably even thinking
i hate being selfish but i gotta admit i feel so depressed about it,sadness,hate selfish gotta admit feel depressed
i can truly empathize with your feelings of failure and discontent i would challenge you to re focus that energy in order to gear up for the next cycle,sadness,truly empathize feeling failure discontent would challenge focus energy order gear next cycle
i don t feel comfortable doing it is what i m trying to say,joy,feel comfortable trying say
im which turned out to be easy yummy and made me feel very clever as i was able to make sandwiches and soup out of the leftovers like my mum,joy,im turned easy yummy made feel clever able make sandwich soup leftover like mum
i had awesome workouts and feeling amazing,joy,awesome workout feeling amazing
i wanted to feel like i could depend on you and put in ur care and dare i say tender hands some of the things i hold dear u like a winter never seen in these lands became so cold,love,wanted feel like could depend put ur care dare say tender hand thing hold dear u like winter never seen land became cold
i didn t even think i was the type of person that could feel homesick,sadness,even think type person could feel homesick
i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,fear,grabbed collar pulled passionate tonguey kiss feeling long member slide waiting as cheek pulsed frantic bud clit
i knew i have this feeling but i ignored it,sadness,knew feeling ignored
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear,feel place posting since feel hesitant join aa full force could use insight people inside
i feel isolated as a stay at home mum shonas story notes d athe only negative for me is that i feel isolated as a stay at home mum,sadness,feel isolated stay home mum shona story note athe negative feel isolated stay home mum
i diabetes and clinical depression and put right the record on my abstinence from alcohol for over eight years i feel more calm and listened to by the specialists,joy,diabetes clinical depression put right record abstinence alcohol eight year feel calm listened specialist
i really feel cute when i wear them,joy,really feel cute wear
i feel i am being neglectful to a lot of you by not responding to your comments,sadness,feel neglectful lot responding comment
i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,sadness,feeling pretty sad look like wont able plant tomato garden year
im sitting on the couch thinking about how miserable i feel from indulging in too much delicious food,joy,im sitting couch thinking miserable feel indulging much delicious food
i feel so idiotic for letting you and myself call us best friends,sadness,feel idiotic letting call u best friend
i feel much alarmed at the prospect of seeing general jackson president,fear,feel much alarmed prospect seeing general jackson president
i either feel like crap about myself all day and try to make up for it the rest of the day and am exhausted,sadness,either feel like crap day try make rest day exhausted
i am feeling very thankful and relieved,joy,feeling thankful relieved
i am feeling quite anxious about it all,fear,feeling quite anxious
i feel that he s really shy with his feelings because as he talked about how he felt what happened during the trip he was really nervous and i appreciate the effort to say all of that by the way,fear,feel really shy feeling talked felt happened trip really nervous appreciate effort say way
i feel slightly weepy about this milestone and a lot happy,sadness,feel slightly weepy milestone lot happy
i seem to remember feeling very contented,joy,seem remember feeling contented
ive basically been cold calling companies with very little success which is why ive been feeling depressed from getting discouraged,sadness,ive basically cold calling company little success ive feeling depressed getting discouraged
i am so fucking sick its not funny my head feels like its going to explode my sinuses are aching my stomach is feeling sloshy im not sure if thats good,sadness,fucking sick funny head feel like going explode sinus aching stomach feeling sloshy im sure thats good
ive been resting and feeling generally unpleasant and queasy but in that frustrating background way where you dont feel right but cant place an exact cause,sadness,ive resting feeling generally unpleasant queasy frustrating background way dont feel right cant place exact cause
i am feeling jealous i remind myself of this story and it keeps me on the path to better living,anger,feeling jealous remind story keep path better living
i feel so honoured so have been allowed to write my story and,joy,feel honoured allowed write story
i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices,joy,achieved deepening realization need plan ahead feel satisfied avoid making silly food choice
ive had my ass handed to me by murt and im starting to feel fucked but just a little,anger,ive as handed murt im starting feel fucked little
i feel extremely discontent right now,sadness,feel extremely discontent right
i realized i was a total idiot and forgot clarinet choir making me feel even more idiotic and stupid then i already was,sadness,realized total idiot forgot clarinet choir making feel even idiotic stupid already
ive been feeling homesick for several months probably since christmas,sadness,ive feeling homesick several month probably since christmas
i stropped about for a bit feeling grumpy because i was missing out,anger,stropped bit feeling grumpy missing
i am never happy for the things i do have i feel so ungrateful for that,sadness,never happy thing feel ungrateful
i wanna know how does it feel being pretty and every guys love me,joy,wanna know feel pretty every guy love
i feel completely inadequate and unable to express any of it in words,sadness,feel completely inadequate unable express word
i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere,joy,like shirt achieve instill sense making customer feel valued person comment sincere
i disinterested but when i do read it i leave off feeling inadequate,sadness,disinterested read leave feeling inadequate
i feel like a treasured prize,love,feel like treasured prize
i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,anger,kept staring quivering flower feeling like violent flower time lapse photography flower shivering vigorous growth accelerated flickering sun racing sky heralding end relationship even started
i feel devastated for a young man,sadness,feel devastated young man
i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,surprise,thought lot weekend watched fault star two kid cancer made feel really weird anxious
i really do feel it is beaten into us to breastfeed,sadness,really feel beaten u breastfeed
i am feeling fairly contented,joy,feeling fairly contented
i guess sometimes you arent aware of your true feelings until a playful kiss exposes them,joy,guess sometimes arent aware true feeling playful kiss expose
ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,anger,ive long road initially feeling like rude turning food made brought sometimes eating stuff gluten free looked delicious even maybe wasnt felt good eating really mediocre wedding cake example
i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt,anger,sitting typing wondering belong feeling distracted feeling comfortable feeling misunderstood hurt
i feel burdened by my own expectations,sadness,feel burdened expectation
i was still feeling weird about the day before,fear,still feeling weird day
im feeling indecisive about what to do,fear,im feeling indecisive
i were i probably wouldn t be saddled with all this guilt and feeling like i should be doing these things instead of pissing about doing highly unimportant things,sadness,probably saddled guilt feeling like thing instead pissing highly unimportant thing
i feel bad calling it mere book or story is six individual stories nestled together,sadness,feel bad calling mere book story six individual story nestled together
